Name of Product,NSQ Result,Manufactured By,Reporting Source,Reporting by Lab/State,Batch No,Manufacturing Date,Expiry Date,Reporting Month & Year,Source
CALCID,Description,"Actinova Pvt. Ltd. At 147 Mauza Sansiwala, PO Barotiwala, Tehsil Baddi Dist- Solan 174103 (H.P.)",State Lab,Chhattisgarh,ALGE4061,5/1/2024,4/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Luliconazole Cream 1 % Lulizu,Misbrandad,"Natinal Laboratories (Unit-II) Village & P.S. Manpura Baddi Nalagarh Road, Distt Solan (H.P.)",State Lab,Chhattisgarh,TCE108B,5/1/2024,4/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan hydrobromide, phenylephrine hydrochloride & Chlorpheniramine Maleate Syrup",Microbial Contamination (Total Aerobic Viable Count),"KNM Pharma Pvt. Ltd., 13, Mahagujarat Industrial Estate, opp. Nova Petrochemicals Limnited., Moraiya, Ta.: Sanand, Dist.: Ahmedabad, Gujarat",State Lab,"FDL, Vadodara",L 24371,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Nifedipine Sustained Released Tablet IP,Dissolution,"Nabros Pharma Pvt. Ltd., NH No. 8, Kheda-387411",State Lab,"FDL, Vadodara",NR019,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavilanate Oral Suspension IP,Assay of Amoxycillin and Pottassium Clavuanate,"Titanes Pharma, Vill Bathu, Tehsil Haroli, Distt Una HP 174509",State Lab,"DTL, Baddi",TDS532,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paracetamol Tablets IP 500mg,Dissolution of Paracetamol.,"York's Pharma 21st Mile Stone, FGC Road, Amritsar PB",State Lab,"DTL, Baddi",279-YPM,10/1/2024,9/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amoxycillin and Potassium Clavulanate Tablets IP,Dissolution of Amoxycillin performed.,"Sun Pharmaceuticals Ind. Ltd., Acme Plaza, Andheri ? Kurla Road, Andheri (E) , Mumbai ? 400059. At: Plot no. 16, Vardhman Industrial Estate, Vill. Bahadurpur Saini, NH-58, Haridwar (Uttarakhand) ? 247667.",State Lab,"SDTL, Tripura",BYC0037,7/1/2025,12/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ondansetron Hydrochloride Oral Solution IP,pH and Assay,"Modern Laboratories, 45-47, Sector D-2, Industrial Area, Sanwer Road, Indore (M.P.)",State Lab,"SDTL, Tripura",ODS3602,1/1/2026,12/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
SODIUM BICARBONATE TABLETS IP 1000mg,Misbranded-Incorrect Labelling,"Stanford Laboratories Pvt. Ltd., 8, Industrial area, Mehatpur, Distt. Una, (H.P.) 174315, India",State Lab,"DTL, Puducherry",D2240982,10/1/2024,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
PIRACETAM SYRUP,Misbranded-Incorrect Labelling,"ZRS Pharmaceuticals India Pvt. Ltd., Khasra No. 481, 490/3, 562/489/1, Opposite sector-6, Tehsil Kasauli, Parwanoo, Solan, H.P. 173220",State Lab,"DTL, Puducherry",ZRSL1085,11/1/2024,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"AMBROXOL HCl, TERBUTALINE SULPHATE , GUAIPHENESIN & MENTHOL SYRUP",Failed pH & Weight/ml and Misbranded-Incorrect Labelling,"Seagull Laboratories India Pvt. Ltd., 29, Mehatpur Industrial Area, Mehatpur, Distt. Una-174315 (H.P)",State Lab,"DTL, Puducherry",BLA-101,2/1/2025,1/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Albendazole Tablets IP 400,TEST FOR DISSOLUTION,"Haustus Biotech Pvt. Ltd., Plot No. 44-45, Indl. Area, Tahliwal, Distt. Una, (H.P)",State Lab,Government of NCT of Delhi,UTI048A,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Cloxase-SP,"The sample does not confirm to IP2022 requirement withespect to,""UNIFOR+Q130:Q131MITY OF WEIGHTS""","Systole Remedies Pvt.Ltd ( A GMP-GLP Certified Company) Vill Ogli,Kala Amb The Nahan Distt Sirmour(HP).17303.",State Lab,"DTL,Dalgate Srinagar Kashmir, J&K",TG25115E,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
DICAL-500,Thesample does not conform to I.P w.r.t the test for Dissolution Test,"Jackson Laboratories Pvt.Ltd 22-24,Majitha Road,Byepass,Amritsar-143001",State Lab,"DTL,Dalgate Srinagar Kashmir, J&K",T-4349,2/1/2025,1/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
PAN RFT Suspension,The sample fails in the test for Description.,"Alkem Laboratories LTD .At :16-17,EPIP SIDCO,Kartholi Bari Brahmana ,Jammu 181133.",State Lab,"DTL,Dalgate Srinagar Kashmir, J&K",25700019,4/1/2025,3/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Diclofenac Sodium Injection I.P. 75 mg/2ml.,The sample does not conform to I.P. with respect to the tests of Identification and Assay of Diclofenac Sodium.,"Venus Bio Sciences Pvt. Ltd.,116, EPIP-1, Jharmajri, Dist-Solan, Himachal Pradesh, Pin-173205",CDSCO Labs,"CDL, Kolkata",VB/LEF0789,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole Sodium (Enteric-coated) and Domperidone (Sustained-release) Capsules,The sample does not conform to Manufacturer's Specification with respect to the test of Dissolution of Rabeprazole Sodium in buffer stage.,"Prosperity Drugs Pvt. Ltd.,Village -Belikhol, Baddi-Nalagarh Road, Dist. Solan-174101 (HP)",CDSCO Labs,"CDL, Kolkata",ARDC25051,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Lactulose Solution IP 10 gm/15ml,The sample does not conform to IP with respect to test for Microbial contamination and Assay/content of Lactulose,"Unicure India Ltd.,C-21, 22 & 23, Sector-3, Noida - 201 301, Distt. : Gautam Budh Nagar (U.P.).",CDSCO Labs,"CDL, Kolkata",LLS1337,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Buprenorphine Injection IP 0.3ml,The sample does not conform to I.P. with respect to the Test of pH,"Farbe Firma Pvt. Ltd.,Plot No.: 1508, GIDC, Ankleshwar Gujarat 393002 - INDIA",CDSCO Labs,"CDL, Kolkata",AMB25003,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Enteric Coated Rabeprazole Sodium & Domperidone Sustained release Capsules,The sample does not conform to Manufacturer's Specification with respect to the test of Dissolution of Rabeprazole Sodium in buffer stage.,"Spanker Biotech Ltd.,Vill. Makhanu Majra, Bhud Road, Baddi, Tehsil Nalagarh, Distt. Solan - 173205 (H.P.)",CDSCO Labs,"CDL, Kolkata",SPK-1412,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Tacrolimus Capsule I.P. 2 mg,The sample does not conform to I.P. with respect to the tests of Dissolution and Assay of Tacrolimus,"Spen Formulations Pvt. Ltd.,Plot No-123, Industrial Area, Mehatpur, Distt. UNA- 174315 (H.P.)",CDSCO Labs,"CDL, Kolkata",CSF-D0134,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pre & Probiotic Capsules,"The sample does not conform to claim with respect to the identification of Clostridium butyricum and Assay of Clostridium butyricum,","CMG Biotech Pvt.Ltd.,(UNIT-II) Plot No.58, Phase III, Industrial Area, Sansarpur Terrace, Tehsil Jaswan, Distt. Kangra, Himachal Pradesh - 176501",CDSCO Labs,"CDL, Kolkata",CC25260109A,8/1/2025,1/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Divalproex Sodium Extended-release Tablets IP,The sample does not conform to IP and Manufacturer's specification for the reason stated under Description.,"Talent Healthcare,66-67, Sector-6A, SIDCUL, IIE Haridwar-249403(Uttarakhand)",CDSCO Labs,"CDL, Kolkata",N2407173,7/1/2024,6/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Amikacin Sulphate Injection I.P.,The sample does not conform to I.P. with respect to test for Particulate matter and Description.,"Oscar Remedies Pvt. Ltd.,,Oscar House, Badi Majra, Yamuna Nagar-135001 (HR)",CDSCO Labs,"CDL, Kolkata",V251007C,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Dicloxacillin Capsules IP 500 mg,"The sample does not conform to I.P with respect to the tests of water, Dissolution and Assay of Dicloxacillin.","Jackson Laboratories Pvt.Ltd,22-24, Majitha Road, Bye Pass, Amritsar-143 001(India)",CDSCO Labs,"CDL, Kolkata",C-3140,10/1/2024,9/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ciprofloxacin Tablets I.P. 500 mg,The sample does not conform to I.P. with respect to Description.,"Omega Pharma. ,Khasra No.482, Village Saliyar, Roorkee-247667, Distt. Haridwar. (Uttarakhand",CDSCO Labs,"CDL, Kolkata",GT31156,3/1/2024,2/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ranitidine Hydrochloride Tablets IP 150 mg,The sample does not conform to I.P. with respect to Description,"Prochem Pharmaceuticals Pvt. Ltd.,140-141, Makkanpur, Bhagwanpur, Roorkee, Dist. Haridwar (U.K.) 247661",CDSCO Labs,"CDL, Kolkata",TMG-240616,3/1/2024,2/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Chlorpheniramine Maleate & Phenylephrine Hydrochloride Syrup",Assay of Phenylephrine Hydrochloride.,"Arbro Pharmaceuticals Pvt. Ltd.,6/14, Kirti Nagar Industrial Area, New Delhi - 110015.",CDSCO Labs,"CDL, Kolkata",AS 24082,1/1/2025,12/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole IP 40 mg Tablets,The sample does not conform to IP with respect to test for Dissolution (Buffer Stage),"Durgaji Healthcare Pvt.Ltd. Plot No-28, Khasra No-80K, 80KH, Raipuri Sekhari Industrial Area, Raipur, Bhagwanpur, Dist-Haridwar, Uttra Khand",CDSCO Labs,"CDL, Kolkata",DHPLT/040525,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Salbutamol Sulphate, I.P (Equivalent to salbutamol) -2mg Bromhexine Hydrochloride, IP-4mg Guaiphenesin, IP-100mg Menthol, IP-1mg",The sample does not conform to manufacturers specification with respect to the Assay of Bromhexine Hydrochloride.,"Panacea Laboratories,Md. K.C. Road, Ghola, Kolkata-700111, West Bengal, India",CDSCO Labs,"CDL, Kolkata",PL-182,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Mesalamine Prolonged release Tablets IP 1200 MG,The sample does not conform to IP 2022 and Manufacturers Specification with respect to the test of Dissolution.,"Solitaire Pharmacia Pvt. Ltd,Plot no. 25, HPSIDC-Industrial Area, Extension-1, Baddi- 173205 (H.P.)",CDSCO Labs,"CDL, Kolkata",G/30471,11/1/2023,4/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Allopurinol Tablets I.P. 100 MG,The sample does not conform to I.P with respect to Assay of Allopurinol.,"Zee Laboratories Ltd.,Behind 47, Industrial Area, Paonta Sahib-173025",CDSCO Labs,"CDL, Kolkata",425-1324,6/1/2025,5/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Tacrolimus Capsule I.P. 0.5 mg,The sample does not conform to I.P. with respect to the tests of Dissolution and Assay of Tacrolimus,"Spen Formulations Pvt. Ltd.,Plot No.123, Industrial Area, Mehatpur, Distt. UNA- 174315 (H.P.)",CDSCO Labs,"CDL, Kolkata",CSF-D0023,2/1/2025,1/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ferrous Ascorbate, Folic Acid & Zinc Soft Gelatin Capsules",Assay and Identification of Folic Acid and Ferrous 2.Uniformity of weight and Disintegration,"Capsoft healthcare Pvt Ltd Shed no-6, khasra no. 760-761, khalsa complex, village karuna, sai road, baddi, solan-173205 (HP) HIMACHAL PRADESH",State Lab,"DCL,Telangana",CD-250808B,4/1/2025,3/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
IRON & FOLIC ACID SYRUP IP/IRON & FOLIC ACID SYRUP IP 60 ML,"Assay of Iron, Folic Acid and pH","Revat Laboratories Pvt. Ltd. 12-321, Opp. I.D.A, Kurnool Road, Pemamitia, Ongole-523002 Andhra Pradesh",State Lab,"DCL,Telangana",RIFS-221,1/1/2025,6/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Paradol 650 (Paracetamol Tablets IP 650 mg),Description and Dissolution,"S.DHOLE & Co. IDCO Plot No. 30, Industrial Estate, Angaragadia, Balasore ? 756001, Odisha.",State Lab,"SDTL, Tripura",725001,6/1/2025,5/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol,Ambroxol Hydrochloride & Guaiphenesin Syrup",Assay for Ambroxol Hydrochloride,"Mediguard Remedies R.S NO.106/1,Perambai Village, Vanur TK,Villupuram Dt - 605 110 Tamilnadu, India.",State Lab,"DTL, Puducherry",MGR-011,4/1/2025,3/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Rabeprazole Sodium Injection IP,The sample does not conform to I.P with respect to test for pH.,"Martin And Brown Bio-Sciences Pvt. Ltd.,K.NO. 918/419, Malkumajra, Nalagarh Road, Baddi, Dist.Solan (H.P.)-173205",CDSCO Labs,"CDL, Kolkata",MD25B16,2/1/2025,1/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Lactulose Solution IP 10 gm/15ml,The sample does not conform to IP with respect to test for Microbial contamination and Assay/content of Lactulose,"Unicure India Ltd.,C-21, 22 & 23, Sector-3, Noida - 201 301, Distt. : Gautam Budh Nagar (U.P.).",CDSCO Labs,"CDL, Kolkata",LLS1311,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Gastro resistant tablets I.P 40 mg,"The sample does not conform to claim as per IP in respect to the Test of Description, Dissolution (Buffer Stage), Dissolution (Acid Stage)","Roma Pharma Pvt. Ltd. Unit-II,Village- Nagali, P.O. Barog, Tehsil & Distt. Solan (H.P.)- 173211",CDSCO Labs,"CDL, Kolkata",RP-T458,6/1/2024,5/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Tacrolimus Capsule I.P. 1 mg,The sample does not conform to I.P. with respect to the test of Dissolution and Assay of Tacrolimus,"Spen Formulations Pvt. Ltd.,Plot No-123, Industrial Area, Mehatpur, Distt. UNA- 174315 (H.P.)",CDSCO Labs,"CDL, Kolkata",CSF-D0133,7/1/2025,6/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Calcium Carbonate & Vitamin D3 Tablets,The sample does not conform to claim as per I.P. 2022 with respect to the test for Assay of Vitamin D3 and Uniformity of weight of tablets.,"Sia Pharma Pvt. Ltd.,Plot No. 170, HSIIDC, Barhi, Indl. Area, Phase-1, Sonepat- 131101, Haryana, India.",CDSCO Labs,"RDTL, Guwahati",SPD-T116,6/1/2025,5/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ramipril Tablets IP 2.5 MG,The sample does not conform to claim as per IP 2022 in respect to the test of Dissolution and Assay of Ramipril,"Pharmaroots Healthcare.,Khasra No. 411, Village Tipra, P.O. Barotiwala, Tehsil Baddi, Distt. Solan, H.P. -174103",CDSCO Labs,"RDTL, Chandigarh",PT-51725,5/1/2025,4/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Dextromethorphan, Phenylephrine and Chlorpheniramine Syrup",The sample does not conform to claim as per Patent and Proprietary in respect to the Assay of Phenylephrine Hydrochloride,"Saitech Medicare Pvt. Ltd.,Village-Kheri, Trilokpur Road, Kala-Amb, Dist. Sirmour, (H.P.) 173030",CDSCO Labs,"RDTL, Chandigarh",SML-2643,12/1/2025,11/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Albendazole Tablets IP,The sample does not conform to claim as per IP 2022 in respect to the Test of Dissolution,"Affy Parenterals.,(WHO-cGMP/ISO 9001: 2015 Certified Co.), Vill. Gullerwala, PO- Baddi, Distt. Solan-173205 (H.P.)",CDSCO Labs,"RDTL, Chandigarh",PGT24953,11/1/2024,10/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Sodium Chloride Injection IP 0.9%w/v,","The sample does not conform to claim as per IP 2022 in respect to the Test of Description, Particulate matter and pH.","Albert David Limited,B-12, 13 Meerut Road Ind. Area, Ghaziabad-201003",CDSCO Labs,"RDTL, Chandigarh",G503007,1/1/2025,12/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Liposomal Amphotericin B Injection 50 Mg,"The sample does not conform to claim as per Patent and Proprietary and IS 10654:2002 in respect to the Test of pH, Free drug","Gufic Biosciences Limited,Gufic Biosciences Limited N.H. No. 8, Kabilpore 396424, Navsari, Gujarat (INDIA)",CDSCO Labs,"RDTL, Chandigarh",AB250491A,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Levocetirizine Dihydrochloride and Montelukast Syrup,The sample received does not conform to I.P. 2022 with respect to the test for pH,"Rhombus Pharma Pvt. Ltd,Survey NO. 807/002 near Ethicro Industries, Lakshmanpura, Ta. Kadi, Distt. Mehsana, Pin-382165, Gujarat, India.",CDSCO Labs,"CDTL, Mumbai",LR25J006,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Sorbitol Solution 70 % IP (Non Crystalizing),The sample received does not conform to I.P. 2022 with respect to the test for Ethylene glycol,"Gujarat Ambuja Exports Ltd.,1 Vrindavan Road, Post Dalpur, Taluka Pranjit, District Sabarkantha, Gujarat-383120",CDSCO Labs,"CDTL, Mumbai",SB031,6/1/2022,5/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paracetamol, Phenylephrine Hydrochloride and Chlorpheniramine Maleate Oral Drops",The sample does not conform to the claim with respect to the test for Uniformity of volume.,"Espee Formulaion Pvt. Ltd.,Sector No. 2, Plot No. 15, Rajkot-Gonda N. H. No. 27, Village - Shapar, Dist. Rajkot, Gujarat",CDSCO Labs,"CDTL, Mumbai",SPL/1327,1/1/2025,12/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol Sulphate, Ambroxol Hydrochloride & Guaiphenesine Expectorant",The sample does not conform to claim as per Manufacturer specification in respect to the Test of pH,"Vital Formulations Limited,I/146, Phase IV, G.I.D.C., Vithal Udhyognagar-388 121, Dist. Anand, (Guj.) India.",CDSCO Labs,"CDTL, Mumbai",L-25172,12/1/2025,11/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Ibuprofen & Paracetamol Suspension,The sample received does not conform to manufacturer's specification with respect to the test for Microbial contamination (Total aerobic microbial count).,"Omish Laboratories Pvt. Ltd.,Plot No.: D-10, Gallops Industrial Park-1, Ahmedabad- Rajkot Highway, NH-8A, Rajoda, Bavla, Ahmedabad- 382220 (Gujarat)",CDSCO Labs,"CDTL, Mumbai",OML25170A,12/1/2025,11/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Fentanyl Citrate Injection I.P.,The sample received does not conform to I.P. 2022 with respect to the test for Bacterial Endotoxin and Sterility.,"Maan Pharmaceuticals Ltd,Plot-1, G.I.D.C, Phase-II, Modhera Road, Mehsana-384002, Gujarat, INDIA",CDSCO Labs,"CDTL, Mumbai",FN25003,10/1/2025,9/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Levosalbutamol Sulphate, Ambroxol HCl & Guaiphenesin Syrup",The sample received does not conform to manufacturers specification with respect to the description only.,"Ipzah Pharmaceuticals Pvt. Ltd.,C-85, Industrial Focal Point, Patiala - 147001",CDSCO Labs,"CDTL, Hyderabad",8131,9/1/2025,8/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Oral Rehydration Salts IP,The sample received does not conform to I.P. 2022 specification with respect to the test for Assay of Potassium content only.,"Goa Antibiotics & Pharmaceuticals Ltd.,(Subsidiary Of HLL Lifecare Ltd, A Government Of India Enterprise) Village Anji, P.O. Barog, Distt. Solan, 173211 (HP) INDIA",CDSCO Labs,"CDTL, Hyderabad",S565005,5/1/2025,10/1/2026,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Paradichlorobenzene,Benzocaine,Chlorbutol &Turpentine Oil Ear Drops",The sample received does not conform to manufacturer?s specification with respect to the test for Assay of Paradichlorobenzene content only,"Om Sai Pharma Pack,Plot No. 38 & 39, Sector-11, I.I.E., Sidcul, Haridwar, Uttarakhand-249403",CDSCO Labs,"CDTL, Hyderabad",N25V9055,8/1/2025,7/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
"Ear wax softening drops,","The sample received does not conform to manufacturer?s specification with respect to the test for Assay for the contents of Paradichlorobenzene, Chlorbutol and Turpentine OIL only.","Vivimed Labs Limited.,Plot NO.:8, Phase V, IDA, Jeedimetla, Medchal-Malkajgiri Dist. Telangana State - 500 055",CDSCO Labs,"CDTL, Hyderabad",5CU01,3/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
Pantoprazole Gastro-resistant Tablets IP,The sample does not conform to I.P with respect to the test for Dissolution (Buffer stage).,"Keron Lifesciences Pvt. Ltd.,D-5, Sara, Industrial Estate Rampur Selaqui, Dehradun 248197 (U.K)",CDSCO Labs,"CDTL, Indore",KT25028,3/1/2025,2/1/2027,Mar-2026,https://cdsco.gov.in/opencms/opencms/en/Notifications/nsq-drugs/
